Date,Open,High,Low,Close,Adj Close,Volume
2022-04-04,104.019997,105.570000,103.279999,104.790001,102.536720,9077200
2022-04-05,104.480003,104.599998,102.110001,102.500000,100.295967,12291000
2022-04-06,100.419998,102.139999,99.720001,101.180000,99.004356,14902600
2022-04-07,100.419998,101.230003,99.650002,100.519997,98.358543,12431000
2022-04-08,100.620003,100.699997,99.120003,99.290001,97.154991,11796200
2022-04-11,98.220001,98.379997,96.910004,97.570000,95.471977,12480500
2022-04-12,100.000000,100.150002,97.440002,97.440002,95.344780,13291500
2022-04-13,99.800003,102.220001,99.500000,101.500000,99.317474,15776800
2022-04-14,104.000000,104.500000,98.330002,98.360001,96.244980,17828500
2022-04-18,97.949997,99.839996,97.470001,98.769997,96.646164,10277400
2022-04-19,98.440002,99.449997,97.709999,99.449997,97.311546,10103000
2022-04-20,100.400002,101.000000,98.900002,99.010002,96.881012,8596900
2022-04-21,99.750000,100.650002,97.410004,97.660004,95.560043,13038500
2022-04-22,97.029999,97.790001,95.360001,95.680000,93.622604,11650100
2022-04-25,95.050003,96.279999,94.449997,96.239998,94.170570,10654400
2022-04-26,94.940002,95.019997,92.769997,92.769997,90.775185,14176000
2022-04-27,91.839996,92.690002,90.220001,90.260002,88.319160,15846300
2022-04-28,92.160004,96.199997,91.779999,95.220001,93.172516,15176200
2022-04-29,93.180000,95.589996,92.769997,92.930000,90.931747,10629300
2022-05-02,92.500000,94.269997,91.239998,93.760002,91.743904,8251900
2022-05-03,92.779999,94.050003,92.510002,93.629997,91.616692,9511900
2022-05-04,93.910004,96.070000,91.919998,95.989998,93.925957,9082500
2022-05-05,94.040001,94.379997,91.220001,92.150002,90.168526,11517200
2022-05-06,91.400002,92.879997,90.269997,91.629997,89.659698,7944900
2022-05-09,89.940002,90.190002,87.010002,87.300003,85.422821,11428600
2022-05-10,90.019997,90.290001,88.089996,88.820000,86.910118,11690400
2022-05-11,88.870003,90.570000,87.800003,87.830002,85.941406,11531300
2022-05-12,86.220001,88.209999,85.389999,87.690002,85.804428,11592900
2022-05-13,88.870003,91.360001,88.160004,90.959999,89.004105,11180600
2022-05-16,89.870003,91.370003,89.500000,90.410004,88.465942,6729100
2022-05-17,93.300003,93.489998,92.370003,93.320000,91.313362,7668800
2022-05-18,92.070000,93.230003,90.370003,90.529999,88.583351,9610900
2022-05-19,89.839996,92.099998,89.559998,90.209999,88.270226,7739000
2022-05-20,93.040001,93.040001,88.830002,90.779999,88.827988,10469900
2022-05-23,91.019997,91.910004,90.650002,91.500000,89.532494,6920500
2022-05-24,89.519997,89.800003,88.519997,88.720001,86.812279,8788600
2022-05-25,89.330002,90.919998,89.040001,90.410004,88.465942,9113500
2022-05-26,89.410004,91.370003,89.040001,91.000000,89.043251,9762700
2022-05-27,92.620003,93.820000,92.529999,93.769997,91.753685,6279000
2022-05-31,95.540001,96.290001,94.510002,95.300003,93.250786,9621700
2022-06-01,95.599998,96.360001,93.830002,94.750000,92.712616,6152400
2022-06-02,93.989998,96.370003,93.620003,96.339996,94.268417,6335000
2022-06-03,94.360001,94.580002,92.900002,93.769997,91.753685,9137100
2022-06-06,95.000000,95.540001,92.870003,93.110001,91.107880,9440200
2022-06-07,92.669998,93.860001,91.769997,93.839996,91.822174,7360200
2022-06-08,94.000000,94.930000,93.139999,93.470001,91.460136,6446300
2022-06-09,93.000000,93.500000,90.800003,90.849998,88.896469,8086700
2022-06-10,90.540001,90.720001,88.629997,88.680000,86.773140,10460400
2022-06-13,86.059998,86.830002,85.019997,85.550003,83.710442,14603700
2022-06-14,86.739998,87.879997,86.290001,87.190002,85.315178,10449600
2022-06-15,87.510002,89.809998,87.370003,89.129997,87.213463,11742500
2022-06-16,85.220001,85.930000,83.989998,84.519997,83.138199,10505200
2022-06-17,85.000000,85.599998,83.949997,85.000000,83.610344,9735500
2022-06-21,86.000000,87.750000,86.000000,86.949997,85.528465,9604000
2022-06-22,84.639999,86.180000,84.550003,84.910004,83.521820,7868700
2022-06-23,84.129997,84.230003,82.760002,84.120003,82.744728,10370300
2022-06-24,84.150002,86.550003,84.150002,85.919998,84.515305,10670100
2022-06-27,86.919998,87.000000,85.580002,85.860001,84.456284,7358000
2022-06-28,86.150002,86.809998,84.339996,84.339996,82.961136,8289200
2022-06-29,84.430000,84.610001,83.330002,83.650002,82.282417,7981300
2022-06-30,81.459999,82.220001,80.120003,81.750000,80.413475,14201600
2022-07-01,79.040001,79.220001,76.180000,77.000000,75.741135,19531700
2022-07-05,74.550003,76.150002,73.739998,76.110001,74.865685,22253100
2022-07-06,74.290001,76.300003,73.779999,75.559998,74.324677,11530500
2022-07-07,78.599998,80.959999,78.339996,80.650002,79.331467,15847800
2022-07-08,79.919998,82.160004,79.760002,81.510002,80.177406,10004200
2022-07-11,79.769997,80.269997,78.820000,79.110001,77.816635,9519600
2022-07-12,81.160004,81.480003,78.930000,79.099998,77.806808,10363700
2022-07-13,79.279999,81.720001,78.900002,81.290001,79.960999,14706500
2022-07-14,82.949997,84.040001,80.510002,83.669998,82.302086,23377000
2022-07-15,85.580002,86.040001,83.970001,85.629997,84.230042,14061000
2022-07-18,86.059998,86.080002,83.370003,83.580002,82.213562,11352500
2022-07-19,85.000000,86.470001,84.559998,86.150002,84.741547,10673100
2022-07-20,85.180000,86.750000,85.110001,86.559998,85.144836,11664800
2022-07-21,86.680000,87.800003,86.400002,87.790001,86.354729,7135000
2022-07-22,87.410004,87.730003,85.800003,86.320000,84.908768,8612100
2022-07-25,86.300003,86.699997,85.629997,86.300003,84.889099,5960900
2022-07-26,84.760002,85.199997,83.849998,84.419998,83.039825,6977700
2022-07-27,85.309998,87.900002,85.309998,87.629997,86.197350,9399500
2022-07-28,87.129997,88.620003,86.449997,88.610001,87.161331,10668200
2022-07-29,87.820000,89.209999,87.790001,88.480003,87.033455,10366200
2022-08-01,85.300003,86.889999,84.300003,86.309998,84.898926,20102600
