Date,Open,High,Low,Close,Adj Close,Volume
2022-04-04,133.050003,135.210007,132.860001,134.339996,132.836502,5307300
2022-04-05,134.039993,134.679993,132.020004,132.300003,130.819351,5707800
2022-04-06,130.050003,130.300003,126.330002,128.360001,126.923439,6961000
2022-04-07,127.430000,129.979996,127.089996,129.380005,127.932014,5320500
2022-04-08,129.440002,129.929993,127.879997,128.149994,126.715782,4877400
2022-04-11,125.099998,126.870003,124.320000,124.980003,123.581261,6365400
2022-04-12,125.199997,128.100006,124.339996,125.040001,123.640587,5146800
2022-04-13,125.040001,127.860001,125.040001,127.489998,126.063171,5119300
2022-04-14,129.080002,134.380005,128.889999,133.460007,131.966370,12811300
2022-04-18,132.000000,133.389999,130.309998,131.630005,130.156845,5298200
2022-04-19,133.089996,137.479996,132.779999,137.050003,135.516174,7346100
2022-04-20,137.960007,138.649994,135.660004,135.869995,134.349380,5309700
2022-04-21,138.550003,139.139999,135.080002,135.460007,133.943985,6562400
2022-04-22,134.330002,134.929993,128.710007,129.070007,127.625504,7321700
2022-04-25,127.800003,128.940002,124.849998,127.940002,126.508133,6512500
2022-04-26,126.949997,127.589996,120.480003,120.519997,119.171181,7977900
2022-04-27,121.089996,124.000000,121.089996,121.239998,119.883118,6007800
2022-04-28,123.169998,127.970001,122.599998,127.050003,125.628105,6551600
2022-04-29,126.220001,128.449997,124.250000,124.699997,123.304398,5867900
2022-05-02,124.430000,126.180000,122.800003,126.080002,124.668961,5428400
2022-05-03,125.019997,125.760002,120.220001,122.860001,121.484993,8201200
2022-05-04,122.540001,126.199997,120.080002,126.059998,124.649170,6924000
2022-05-05,124.110001,124.750000,116.519997,118.629997,117.302330,8411600
2022-05-06,113.739998,115.900002,110.660004,114.489998,113.208656,11237500
2022-05-09,112.970001,114.430000,110.589996,111.209999,109.965370,7506000
2022-05-10,113.029999,113.440002,108.349998,109.489998,108.264618,7526900
2022-05-11,110.699997,111.150002,107.589996,107.919998,106.712189,6611800
2022-05-12,105.180000,109.879997,105.000000,107.900002,106.692413,10245400
2022-05-13,110.260002,113.110001,108.669998,113.010002,111.745232,9618800
2022-05-16,112.980003,113.440002,111.559998,112.599998,111.339813,5722500
2022-05-17,115.500000,117.099998,113.070000,115.900002,114.602890,6026100
2022-05-18,112.500000,113.360001,108.779999,109.370003,108.145966,8188300
2022-05-19,108.949997,109.110001,106.279999,106.440002,105.248764,7702000
2022-05-20,108.669998,109.690002,105.070000,108.000000,106.791298,7621900
2022-05-23,107.470001,108.750000,105.820000,108.629997,107.414246,7136400
2022-05-24,107.110001,107.989998,104.730003,107.290001,106.089249,6023400
2022-05-25,103.459999,108.889999,103.459999,108.199997,106.989052,7158800
2022-05-26,110.000000,113.500000,110.000000,112.940002,111.676010,6520300
2022-05-27,114.220001,116.010002,114.010002,115.989998,114.691872,5043000
2022-05-31,117.500000,119.790001,114.449997,118.849998,117.519867,13774600
2022-06-01,119.830002,120.750000,117.610001,118.680000,117.351776,5543100
2022-06-02,119.510002,123.580002,119.260002,123.410004,122.028847,5838100
2022-06-03,120.209999,122.540001,120.000000,120.949997,119.892677,5201500
2022-06-06,121.500000,122.139999,119.430000,120.230003,119.178978,3963400
2022-06-07,118.660004,121.970001,118.459999,121.669998,120.606377,5373600
2022-06-08,120.900002,123.820000,120.449997,122.400002,121.330002,4365800
2022-06-09,121.349998,122.029999,118.589996,118.599998,117.563217,3892600
2022-06-10,117.089996,117.089996,114.260002,114.730003,113.727051,6292600
2022-06-13,110.389999,112.019997,109.239998,110.440002,109.474556,6423100
2022-06-14,110.370003,111.889999,110.010002,110.720001,109.752106,4548400
2022-06-15,112.160004,114.720001,111.209999,113.440002,112.448326,4828700
2022-06-16,109.510002,109.900002,105.720001,107.120003,106.183578,7384800
2022-06-17,106.150002,108.550003,105.849998,107.339996,106.401649,10256800
2022-06-21,108.459999,109.820000,108.040001,108.680000,107.729942,6211400
2022-06-22,105.400002,106.900002,104.610001,104.919998,104.002808,9884000
2022-06-23,105.010002,108.099998,104.410004,108.000000,107.055885,8898400
2022-06-24,109.930000,112.940002,109.610001,112.910004,111.922966,10463700
2022-06-27,112.239998,113.209999,109.839996,110.500000,109.534027,12644700
2022-06-28,108.199997,114.050003,102.480003,102.779999,101.881508,31296500
2022-06-29,102.989998,105.610001,101.529999,103.250000,102.347397,10326600
2022-06-30,101.940002,103.379997,100.779999,102.199997,101.306572,9027400
2022-07-01,101.639999,102.500000,99.529999,101.180000,100.295494,7934300
2022-07-05,100.449997,104.379997,100.110001,104.320000,103.408058,9948800
2022-07-06,104.889999,105.720001,103.449997,104.230003,103.318840,6432900
2022-07-07,105.650002,108.279999,105.269997,108.129997,107.184738,7633900
2022-07-08,106.580002,108.610001,106.510002,107.930000,106.986488,5938600
2022-07-11,106.599998,107.089996,104.870003,105.110001,104.191147,4935200
2022-07-12,105.010002,105.860001,103.150002,103.760002,102.852951,6017400
2022-07-13,101.940002,105.879997,101.559998,105.110001,104.191147,5299400
2022-07-14,103.110001,103.800003,101.849998,103.220001,102.317665,6951300
2022-07-15,104.760002,105.620003,103.930000,104.699997,103.784729,7862000
2022-07-18,106.190002,106.680000,103.680000,103.940002,103.031380,6834800
2022-07-19,105.599998,109.580002,105.430000,109.190002,108.235481,8973900
2022-07-20,109.220001,111.629997,108.870003,111.110001,110.138695,5884600
2022-07-21,110.370003,111.669998,110.070000,111.620003,110.644234,4291400
2022-07-22,111.930000,111.930000,108.750000,109.120003,108.166100,6039300
2022-07-25,109.610001,109.610001,107.680000,109.279999,108.324692,5079500
2022-07-26,107.480003,107.930000,104.570000,105.199997,104.280357,8459500
2022-07-27,106.300003,108.379997,105.750000,107.860001,106.917107,7437000
2022-07-28,109.430000,112.400002,108.029999,112.230003,111.248901,6773500
2022-07-29,112.760002,115.209999,111.500000,114.919998,113.915382,7560000
2022-08-01,114.000000,115.550003,113.250000,114.300003,113.300812,4802900
2022-08-02,113.570000,113.779999,111.669998,111.769997,110.792923,6334400
2022-08-03,113.419998,115.099998,112.580002,114.279999,113.280983,5986500
2022-08-04,114.639999,115.349998,113.830002,114.480003,113.479233,4332000
2022-08-05,112.790001,114.300003,112.570000,113.870003,112.874565,4162200
2022-08-08,114.000000,115.580002,113.309998,114.000000,113.003433,6071600
2022-08-09,111.320000,111.750000,108.820000,110.110001,109.147438,7377600
2022-08-10,113.239998,113.830002,111.860001,113.139999,112.150948,6951800
2022-08-11,114.879997,116.750000,113.730003,114.099998,113.102554,5582100
2022-08-12,114.389999,116.129997,113.769997,116.070000,115.055336,4407900
2022-08-15,115.449997,116.580002,114.849998,116.320000,115.303146,4279000
2022-08-16,115.940002,118.470001,115.809998,118.059998,117.027939,6189800
2022-08-17,116.769997,117.980003,116.410004,117.040001,116.016853,5108400
2022-08-18,116.000000,116.680000,115.300003,116.010002,114.995857,4750200
2022-08-19,115.500000,115.650002,113.029999,113.160004,112.170776,5967600
2022-08-22,111.019997,111.680000,109.839996,110.339996,109.375427,5802900
2022-08-23,110.839996,112.830002,110.570000,110.680000,109.712456,4806700
2022-08-24,110.680000,112.430000,110.019997,111.410004,110.436073,4769000
2022-08-25,111.900002,113.339996,111.389999,113.220001,112.230255,5433700
2022-08-26,113.309998,113.730003,108.230003,108.279999,107.333435,6203600
2022-08-29,106.809998,108.540001,106.440002,107.879997,106.936928,4132400
2022-08-30,108.970001,110.080002,107.129997,107.860001,106.917107,5129500
2022-08-31,107.959999,108.010002,105.809998,106.449997,105.519432,8884800
2022-09-01,105.800003,106.550003,103.800003,106.489998,105.559082,5590800
2022-09-02,107.459999,108.150002,105.050003,105.739998,105.116699,7763800
2022-09-06,105.440002,106.410004,103.680000,105.150002,104.530182,9158900
2022-09-07,105.080002,108.559998,105.000000,108.480003,107.840553,7238300
2022-09-08,107.000000,108.790001,106.080002,108.730003,108.089081,5628300
2022-09-09,109.379997,111.690002,109.300003,110.970001,110.315872,5171500
2022-09-12,111.379997,113.360001,111.379997,112.379997,111.717560,4836900
2022-09-13,108.839996,108.910004,105.440002,105.720001,105.096825,5955600
2022-09-14,106.129997,107.360001,105.150002,107.000000,106.369278,4888700
2022-09-15,106.150002,108.139999,104.830002,105.500000,104.878113,6598900
2022-09-16,104.070000,105.290001,103.250000,104.120003,103.506256,8000800
2022-09-19,103.690002,107.370003,103.330002,107.209999,106.578041,5162300
2022-09-20,103.820000,104.440002,101.709999,102.419998,101.816277,10006600
2022-09-21,102.669998,103.629997,99.769997,99.790001,99.201782,6279300
2022-09-22,99.790001,100.209999,97.830002,98.550003,97.969093,9638800
2022-09-23,96.919998,97.540001,95.339996,97.019997,96.448105,9026500
2022-09-26,96.089996,97.730003,95.709999,96.059998,95.493767,8521600
2022-09-27,97.070000,97.739998,95.000000,96.290001,95.722404,9890300
2022-09-28,97.110001,99.430000,96.760002,98.699997,98.118202,9423300
2022-09-29,98.110001,98.110001,94.480003,95.330002,94.768066,19339200
2022-09-30,83.300003,86.199997,82.500000,83.120003,82.630043,48176100
2022-10-03,83.129997,86.470001,82.220001,85.400002,84.896599,19108200
2022-10-04,87.699997,89.070000,87.110001,88.639999,88.117500,15114800
2022-10-05,87.489998,91.699997,87.150002,91.099998,90.562996,12732700
2022-10-06,90.489998,92.639999,89.809998,90.169998,89.638481,9951900
2022-10-07,88.540001,88.760002,86.690002,87.160004,86.646225,8554700
